Date,PL,VaRBHS,VaREWMA,VaRn,VaRt,VaRPot,ESEWMA,ESn,ESt,ESPot
13/03/2007 00:00,-40,1005,667.1795529,750.0374954,942.1293441,1336.433064,1951.679897,864.3604724,3232.276553,1881.156883
15/03/2007 00:00,50,1005,650.9237681,749.7912095,943.1155215,1336.433064,1929.048535,864.0987044,3259.09769,1881.156883
16/03/2007 00:00,420,1005,633.724941,749.9006211,945.6443601,1336.433064,1904.384514,864.1774408,3305.32692,1881.156883
18/03/2007 00:00,-460,1005,614.4325508,750.2991199,945.1790648,1336.433064,1876.054818,864.7009923,3265.962752,1881.156883
19/03/2007 00:00,40,1005,649.1489816,751.9646448,948.7701539,1336.433064,1926.690386,866.5421195,3293.388599,1881.156883
21/03/2007 00:00,-720,1005,718.1339635,751.4734566,950.4372253,1336.433064,2025.676987,865.8511978,3364.777943,1881.156883
22/03/2007 00:00,550,1005,713.5281857,757.023916,960.2968568,1375.087121,2018.389097,871.9567059,3430.447835,1907.70057
23/03/2007 00:00,310,1005,875.8893471,757.928208,963.636003,1375.087121,2224.559611,873.0772066,3443.22276,1907.70057
25/03/2007 00:00,430,1005,920.6959602,757.513164,961.3448508,1375.087121,2274.46036,872.7211503,3404.807387,1907.70057
26/03/2007 00:00,-200,1005,912.0180664,757.0539012,960.9469208,1375.087121,2264.649819,872.3727,3394.702016,1907.70057
28/03/2007 00:00,240,1005,924.9297712,755.9687907,959.4106596,1375.087121,2279.341141,871.1790533,3394.938114,1907.70057
29/03/2007 00:00,1000,1005,913.0257067,755.8562587,956.2465594,1375.087121,2265.580529,871.1083952,3334.620281,1907.70057
31/03/2007 00:00,-1330,1005,895.8650584,760.3688899,969.3106573,1375.087121,2246.114045,876.5405528,3449.784199,1907.70057
01/04/2007 00:00,0,1255,1114.207329,775.6518307,993.1164095,1416.30755,2502.515931,893.6563816,3725.007473,1961.171211
03/04/2007 00:00,-720,1255,1458.652705,775.0395193,995.4831677,1416.30755,2922.132554,893.0044041,3802.549702,1961.171211
04/04/2007 00:00,110,1255,1414.565766,780.1315679,1004.464227,1448.700359,2868.412068,898.6429931,3869.809456,1980.956279
05/04/2007 00:00,-600,1255,1475.802758,780.1549472,1005.067204,1448.700359,2944.843938,898.6610381,3882.804146,1980.956279
07/04/2007 00:00,-810,1255,1431.616288,781.5704849,1009.201997,1491.806125,2890.451674,900.23907,3945.233304,2023.949382
08/04/2007 00:00,90,1255,1462.064046,788.0677006,1020.409947,1497.191175,2926.715103,907.4175901,4032.926885,2055.3879
10/04/2007 00:00,50,1255,1542.897294,783.6357317,1014.320085,1498.923395,3024.634885,902.5527107,4031.587367,2030.828359
11/04/2007 00:00,190,1255,1496.253004,782.0689822,1016.539114,1498.923395,2968.884759,900.8655332,4156.125145,2030.828359
13/04/2007 00:00,-420,1255,1450.677256,781.4539704,1016.186256,1498.923395,2912.34531,900.251248,4177.704805,2030.828359
14/04/2007 00:00,-1250,1255,1410.330002,783.8315016,1016.433808,1498.923395,2863.508589,902.82361,4083.522283,2030.828359
16/04/2007 00:00,80,1290,1406.866425,797.3534454,1039.591903,1527.190197,2859.212638,917.9161005,4403.382955,2084.677279
17/04/2007 00:00,-810,1290,1646.998887,797.0359106,1040.481636,1527.190197,3146.548335,917.5930983,4447.477198,2084.677279
19/04/2007 00:00,220,1290,1597.030217,803.1229335,1052.163735,1553.707948,3085.864601,924.3453743,4578.09989,2096.72453
20/04/2007 00:00,-260,1290,1663.921226,802.0204071,1052.300592,1553.707948,3166.515934,923.213347,4642.036289,2096.72453
21/04/2007 00:00,-250,1290,1618.104644,803.1844283,1049.049235,1553.707948,3109.673171,924.4566128,4483.995975,2096.72453
23/04/2007 00:00,30,1290,1583.734372,804.4015345,1047.828003,1553.707948,3071.607689,925.7286499,4386.524913,2096.72453
24/04/2007 00:00,-90,1290,1549.750244,804.5423393,1051.038914,1553.707948,3031.76196,925.8346125,4469.368053,2096.72453
26/04/2007 00:00,20,1290,1502.572175,804.8920919,1049.297106,1553.707948,2974.738085,926.1974389,4401.523668,2096.72453
27/04/2007 00:00,100,1290,1459.933903,805.0284769,1050.010749,1553.707948,2923.988161,926.3274707,4412.12157,2096.72453
29/04/2007 00:00,170,1290,1415.562651,804.1727503,1052.645761,1553.707948,2869.774043,925.4315806,4533.102842,2096.72453
30/04/2007 00:00,-250,1290,1373.018448,803.2715011,1053.791171,1553.707948,2818.179606,924.5039298,4617.863178,2096.72453
02/05/2007 00:00,-220,1290,1334.217606,804.2952957,1050.556892,1553.707948,2772.856248,925.6011093,4470.321892,2096.72453
03/05/2007 00:00,180,1290,1310.470357,805.3125718,1047.962913,1553.707948,2746.065252,926.6704279,4345.670689,2096.72453
04/05/2007 00:00,-70,1290,1284.436328,804.8760749,1048.942367,1553.707948,2714.208404,926.0946033,4424.351285,2096.72453
06/05/2007 00:00,-170,1290,1249.075702,805.2612996,1048.556103,1553.707948,2670.694804,926.4805892,4390.871573,2096.72453
07/05/2007 00:00,-150,1290,1213.754747,805.4732877,1047.851652,1553.707948,2626.775588,926.7088899,4361.466009,2096.72453
09/05/2007 00:00,360,1290,1186.645611,806.1503717,1048.885206,1553.707948,2593.852013,927.3680695,4358.649289,2096.72453
10/05/2007 00:00,0,1290,1158.794982,806.3458245,1045.874707,1553.707948,2559.025557,927.6589985,4250.482495,2096.72453
12/05/2007 00:00,-160,1290,1145.870967,806.2415919,1046.402345,1553.707948,2542.080479,927.551236,4269.663544,2096.72453
13/05/2007 00:00,70,1290,1111.407987,806.9609384,1047.376364,1553.707948,2498.677156,928.2559209,4263.5374,2096.72453
15/05/2007 00:00,-70,1290,1087.338785,806.5303523,1048.998187,1553.707948,2469.851195,927.8121396,4329.237212,2096.72453
16/05/2007 00:00,130,1290,1054.376187,805.6768404,1050.935262,1553.707948,2432.061592,926.8896537,4422.215185,2096.72453
18/05/2007 00:00,-50,1290,1025.489385,805.6824797,1053.035031,1553.707948,2397.344561,926.8698949,4484.037051,2096.72453
19/05/2007 00:00,-150,1290,996.1360297,806.0251367,1054.367924,1553.707948,2362.268095,927.1983724,4501.170131,2096.72453
20/05/2007 00:00,440,1290,968.1184547,806.4727558,1052.040388,1553.707948,2328.927757,927.673321,4412.966591,2096.72453
22/05/2007 00:00,-90,1290,948.7801718,805.7106756,1051.917425,1553.707948,2307.45651,927.0012498,4417.840781,2096.72453
23/05/2007 00:00,20,1290,962.2532718,805.1422961,1053.537061,1553.707948,2321.740878,926.3879504,4490.920074,2096.72453
25/05/2007 00:00,160,1290,937.8287298,805.2156145,1053.61532,1553.707948,2294.067774,926.4602955,4488.212823,2096.72453
26/05/2007 00:00,-110,1290,909.4209142,805.164803,1052.088457,1553.707948,2262.039993,926.4224756,4448.211219,2096.72453
28/05/2007 00:00,370,1290,885.5850215,805.0864203,1052.440149,1553.707948,2234.922238,926.3385019,4461.943627,2096.72453
29/05/2007 00:00,290,1290,865.612413,805.2519107,1048.443172,1553.707948,2212.326425,926.6125838,4324.250821,2096.72453
31/05/2007 00:00,0,1290,870.8480737,805.2846283,1044.799182,1553.707948,2218.926731,926.7054197,4218.934075,2096.72453
01/06/2007 00:00,-90,1290,862.3487658,805.4774216,1048.29639,1553.707948,2208.289082,926.8563772,4301.951945,2096.72453
02/06/2007 00:00,-160,1290,836.6691863,805.746682,1051.109015,1553.707948,2177.879907,927.0337612,4379.56426,2096.72453
04/06/2007 00:00,-140,1290,816.7996429,806.2128484,1048.895718,1553.707948,2153.777508,927.5299587,4297.95908,2096.72453
05/06/2007 00:00,-140,1290,805.185407,806.4395549,1047.845422,1553.707948,2139.985214,927.7722086,4260.059308,2096.72453
07/06/2007 00:00,-70,1290,791.6221659,806.7312486,1046.440716,1553.707948,2122.675543,928.0830854,4210.646312,2096.72453
08/06/2007 00:00,220,1290,778.657332,806.5124959,1047.509966,1553.707948,2105.950618,927.849948,4248.008203,2096.72453
10/06/2007 00:00,-20,1290,759.3093503,806.1772413,1045.035383,1553.707948,2081.086763,927.5445174,4200.680737,2096.72453
11/06/2007 00:00,510,1290,736.0976501,802.6659636,1040.977215,1553.707948,2049.814604,923.6849154,4224.629783,2096.72453
13/06/2007 00:00,600,1290,715.0938845,803.2861621,1039.356005,1553.707948,2020.74515,924.5236396,4121.220064,2096.72453
14/06/2007 00:00,210,1290,766.8054578,804.4171255,1042.098904,1553.707948,2091.012301,925.9417025,4100.156781,2096.72453
16/06/2007 00:00,-80,1290,839.9325656,804.4215152,1041.430633,1553.707948,2181.712266,925.9554715,4082.592184,2096.72453
17/06/2007 00:00,510,1290,822.6582082,804.4087676,1043.397625,1553.707948,2161.13151,925.7864626,4155.53702,2096.72453
18/06/2007 00:00,-570,1290,802.3536499,805.015654,1045.749907,1553.707948,2136.386003,926.54293,4162.264075,2096.72453
20/06/2007 00:00,700,1290,844.0722712,807.9760639,1051.459813,1553.707948,2186.897934,929.8122083,4203.97124,2096.72453
21/06/2007 00:00,-390,1290,925.2701134,808.9798155,1057.047929,1553.707948,2279.630965,931.2098006,4260.813547,2096.72453
23/06/2007 00:00,-210,1290,1008.682019,811.1106282,1057.954504,1553.707948,2377.277778,933.4849396,4194.171759,2096.72453
24/06/2007 00:00,370,1290,1024.470611,809.4342254,1054.811975,1553.707948,2395.66552,931.6371767,4176.572488,2096.72453
26/06/2007 00:00,-500,1290,1009.198107,809.3299447,1050.899778,1553.707948,2377.828564,931.6371508,4073.16365,2096.72453
27/06/2007 00:00,240,1290,1004.929394,812.34974,1055.027146,1553.707948,2373.11491,934.8899796,4062.339243,2096.72453
29/06/2007 00:00,-200,1290,1046.722173,812.3697676,1053.734163,1553.707948,2422.907498,934.9304042,4028.850667,2096.72453
30/06/2007 00:00,470,1290,1024.141048,813.3145344,1053.859066,1553.707948,2395.346032,935.8933451,3993.224678,2096.72453
01/07/2007 00:00,0,1290,1007.662423,813.7230466,1055.17076,1553.707948,2376.33402,936.4050624,3990.814674,2096.72453
03/07/2007 00:00,210,1290,1021.830915,813.6180438,1055.627925,1553.707948,2392.036728,936.2964176,4005.810004,2096.72453
04/07/2007 00:00,-500,1290,991.1864841,811.6423326,1054.484261,1553.707948,2355.994209,934.2018862,4054.06593,2096.72453
06/07/2007 00:00,-490,1290,968.0457754,814.3279108,1059.626813,1553.707948,2328.927757,937.0135484,4099.85549,2096.72453
07/07/2007 00:00,-1180,1290,1013.520139,817.0250968,1060.217919,1553.707948,2382.481235,939.9608675,4020.39535,2096.72453
09/07/2007 00:00,-1380,1290,1067.23827,828.7348746,1080.175129,1605.749162,2447.2379,953.0238363,4251.086848,2134.4734
10/07/2007 00:00,-4750,1355,1370.597857,843.5504306,1107.220002,1662.484742,2814.436003,969.6304185,4672.699268,2188.502004
12/07/2007 00:00,-1140,1395,1763.488099,985.3848058,1176.02319,1763.68714,3293.60822,1130.732477,6230.628472,2752.065722
13/07/2007 00:00,-520,1395,4015.493149,994.7227683,1196.231091,1816.353746,6339.867835,1141.113101,6682.773077,2810.034518
15/07/2007 00:00,-1030,1395,3995.250749,997.2753267,1197.339164,1816.353746,6307.369985,1143.885985,6497.959948,2810.034518
16/07/2007 00:00,-410,1395,3897.058356,1005.316158,1215.406744,1862.099634,6153.101294,1152.754312,6866.874986,2859.275068
17/07/2007 00:00,440,1395,3865.030663,1006.948024,1214.173501,1862.099634,6110.196435,1154.519004,6639.385621,2859.275068
19/07/2007 00:00,-1230,1395,3763.055023,1007.072811,1209.936264,1862.099634,5945.419364,1154.790153,6372.103276,2859.275068
20/07/2007 00:00,-1420,1395,3660.735215,1017.856314,1235.198817,1900.929202,5793.11908,1166.71909,7006.973179,2903.607741
22/07/2007 00:00,-1130,1415,3678.21811,1031.359686,1261.44554,1942.843213,5816.812195,1181.77865,7742.152549,2952.960441
23/07/2007 00:00,-480,1415,3734.797592,1039.853048,1283.830869,1939.56068,5904.064953,1191.226605,8564.280475,2973.80058
25/07/2007 00:00,210,1415,3728.745112,1042.188878,1284.651986,1939.56068,5895.015361,1193.719145,8257.742137,2973.80058
26/07/2007 00:00,-2560,1415,3636.905881,1042.148696,1281.581674,1939.56068,5754.56084,1193.705156,8050.226089,2973.80058
28/07/2007 00:00,1100,1430,3528.352512,1080.772453,1329.211644,2067.294682,5591.495444,1237.209222,10340.60542,3105.051645
29/07/2007 00:00,-420,1430,3949.336582,1084.728042,1344.205021,2067.294682,6240.446425,1242.061461,10900.18908,3105.051645
30/07/2007 00:00,-760,1430,3911.755202,1086.216281,1343.433883,2067.294682,6175.543652,1243.670346,10415.81959,3105.051645
01/08/2007 00:00,-1550,1430,3808.860917,1090.584122,1350.703567,2087.728251,6017.815295,1248.453016,10322.64874,3125.542277
02/08/2007 00:00,1950,1495,3742.770735,1105.511041,1380.03092,2133.218825,5915.193311,1265.102697,12028.15533,3176.848384
04/08/2007 00:00,-270,1495,3824.57346,1120.547631,1416.195272,2133.218825,6043.436585,1282.874371,15580.19835,3176.848384
05/08/2007 00:00,-70,1495,3979.464964,1121.549012,1410.976366,2133.218825,6285.629319,1283.919652,13808.6207,3176.848384
07/08/2007 00:00,-1610,1495,3865.570135,1121.68049,1415.11639,2133.218825,6110.769447,1283.930443,14942.44828,3176.848384
08/08/2007 00:00,330,1555,3748.806414,1136.652908,1451.349528,2185.753248,5926.907628,1300.678865,24063.88017,3235.154541
10/08/2007 00:00,-1490,1555,3844.711284,1136.530317,1445.266753,2185.753248,6075.631615,1300.637468,19873.47875,3235.154541
11/08/2007 00:00,440,1555,3733.878888,1149.627594,1477.447625,2231.522241,5902.553289,1315.249259,40805.57356,3285.152835
13/08/2007 00:00,480,1555,3802.244904,1149.892379,1473.401986,2231.522241,6007.037616,1315.640013,27536.91723,3285.152835
14/08/2007 00:00,-1960,1555,3698.604673,1149.999187,1469.264258,2231.522241,5845.687662,1315.913871,22052.36141,3285.152835
15/08/2007 00:00,-2500,1585,3601.116706,1172.003756,1411.406208,2293.816082,5703.462606,1340.506107,12832.30254,3354.84783
17/08/2007 00:00,-370,1785,3807.469877,1205.455213,1409.074483,2324.396727,6014.574678,1378.113585,12813.90568,3445.457144
18/08/2007 00:00,-850,1785,4164.67817,1206.802103,1421.339892,2324.396727,6567.233015,1379.540137,12916.41003,3445.457144
20/08/2007 00:00,-1520,1785,4049.982046,1211.228495,1425.484404,2354.186537,6396.544634,1384.410281,12954.80501,3449.543778
21/08/2007 00:00,-270,1785,3984.639701,1224.354398,1429.526975,2414.864343,6293.91246,1399.016995,12991.43403,3489.054378
23/08/2007 00:00,-1260,1785,4041.01757,1225.17887,1439.980936,2414.864343,6380.34353,1399.879991,13078.29223,3489.054378
24/08/2007 00:00,-2020,1785,3925.136071,1234.678221,1447.961022,2442.924045,6195.889496,1410.366852,13143.69045,3518.313857
26/08/2007 00:00,-830,1990,3931.803821,1256.189092,1447.017468,2509.996717,6208.58523,1434.448829,13138.63235,3589.195325
27/08/2007 00:00,-340,1990,4120.509952,1260.578903,1457.059181,2509.996717,6503.408617,1439.247931,13225.98813,3589.195325
28/08/2007 00:00,-2110,1990,4049.532661,1261.502852,1465.970553,2509.996717,6396.544634,1440.23072,13302.11553,3589.195325
30/08/2007 00:00,-1000,2065,3936.943186,1284.4978,1466.944116,2665.009669,6214.661593,1465.972165,13312.65327,3747.364026
31/08/2007 00:00,0,2065,4151.465674,1290.644193,1476.852038,2740.009669,6547.928171,1472.681755,13392.67877,3822.364026
02/09/2007 00:00,-670,2065,4102.037412,1290.772498,1477.090221,2740.009669,6472.695851,1472.796703,13390.54282,3822.364026
03/09/2007 00:00,-440,2065,3977.213133,1293.969102,1488.156499,2740.009669,6282.453344,1476.211309,13478.21974,3822.364026
05/09/2007 00:00,-1640,2065,3893.842392,1295.451108,1500.271718,2740.009669,6148.413566,1477.792659,13581.33563,3822.364026
06/09/2007 00:00,-1050,2065,3793.004406,1309.620015,1504.826208,2830.411556,5988.35689,1493.559346,13622.44059,3913.740436
08/09/2007 00:00,-1250,2065,3892.641528,1316.094594,1516.27588,2840.411556,6147.828296,1500.653666,13718.59158,3923.740436
09/09/2007 00:00,-170,2065,3864.068733,1324.771598,1526.066336,2890.223956,6107.334804,1510.221701,13801.93234,3973.697236
10/09/2007 00:00,-410,2065,3872.600181,1324.540102,1523.296837,2890.223956,6119.388003,1509.976878,13778.26147,3973.697236
12/09/2007 00:00,500,2065,3758.12903,1326.016631,1532.195793,2890.223956,5940.255334,1511.476207,13843.92635,3973.697236
13/09/2007 00:00,100,2065,3659.856634,1326.444852,1540.349501,2890.223956,5791.708025,1512.054204,13916.22522,3973.697236
15/09/2007 00:00,2470,2065,3565.146292,1326.222982,1537.937632,2890.223956,5649.682048,1511.846627,13901.09596,3973.697236
16/09/2007 00:00,430,2065,3456.797374,1348.034137,1539.184242,2890.223956,5486.771949,1537.54865,13915.44826,3973.697236
18/09/2007 00:00,-1510,2065,3822.6569,1348.220398,1542.582419,2890.223956,6040.143328,1537.799916,13945.25103,3973.697236
19/09/2007 00:00,-1040,2065,3717.726047,1360.172376,1550.988288,2930.445645,5875.593822,1551.038399,14016.18568,4014.387976
21/09/2007 00:00,-850,2065,3792.017747,1366.132061,1559.607484,2930.445645,5986.237371,1557.586523,14092.3917,4014.387976
22/09/2007 00:00,1230,2065,3767.180981,1370.386798,1563.206784,2930.445645,5953.193086,1562.093949,14113.2019,4014.387976
24/09/2007 00:00,-300,2065,3714.740051,1374.528779,1569.404565,2930.445645,5871.639226,1567.220912,14175.44394,4014.387976
25/09/2007 00:00,-1360,2065,3712.025751,1375.516767,1578.051511,2930.445645,5868.678873,1568.201323,14238.57624,4014.387976
26/09/2007 00:00,180,2065,3608.3774,1385.32393,1582.262197,2920.65966,5715.520754,1578.965089,14266.76771,4029.464872
28/09/2007 00:00,150,2065,3656.706553,1385.274034,1577.51068,2920.65966,5786.544468,1578.872965,14223.72156,4029.464872
29/09/2007 00:00,-680,2065,3546.804719,1385.254796,1578.665289,2920.65966,5620.732404,1578.862578,14235.03608,4029.464872
01/10/2007 00:00,550,2065,3439.691584,1388.304308,1593.804899,2920.65966,5461.081142,1582.126146,14359.2259,4029.464872
02/10/2007 00:00,960,2065,3379.752595,1388.759244,1606.658149,2920.65966,5378.18116,1582.793015,14476.91252,4029.464872
04/10/2007 00:00,-1470,2065,3299.147941,1391.063143,1618.922015,2920.65966,5258.692077,1585.703446,14588.83402,4029.464872
05/10/2007 00:00,720,2065,3273.096374,1402.118774,1628.711788,2994.568416,5220.531991,1597.932496,14672.11608,4078.997824
07/10/2007 00:00,1640,2065,3374.474868,1403.244351,1637.898706,2994.568416,5370.984879,1599.367695,14752.26771,4078.997824
08/10/2007 00:00,-730,2065,3311.53552,1411.52047,1645.66928,2994.568416,5272.392122,1609.31839,14823.83328,4078.997824
09/10/2007 00:00,-200,2065,3430.917097,1414.940402,1657.595689,2994.568416,5449.334635,1612.959722,14917.12464,4078.997824
11/10/2007 00:00,-350,2065,3377.733514,1414.102011,1651.317297,2994.568416,5375.298628,1612.060386,14862.62243,4078.997824
12/10/2007 00:00,-280,2065,3280.054398,1414.940441,1661.47042,2994.568416,5234.22949,1612.948113,14948.89791,4078.997824
14/10/2007 00:00,-1150,2065,3194.124408,1415.469271,1669.196641,2994.568416,5110.209595,1613.50445,15014.17045,4078.997824
15/10/2007 00:00,-410,2065,3106.543071,1422.633173,1681.98343,2994.568416,4982.241909,1621.344803,15119.35884,4078.997824
17/10/2007 00:00,30,2065,3144.920851,1424.049408,1697.356777,2994.568416,5036.456905,1622.815842,15243.4255,4078.997824
18/10/2007 00:00,-1250,2065,3068.472639,1422.896788,1682.147273,2994.568416,4933.118542,1621.611858,15117.90982,4078.997824
20/10/2007 00:00,-480,2065,2975.013738,1431.098061,1687.04543,3030.36829,4812.686764,1630.556206,15150.82598,4114.814965
21/10/2007 00:00,1620,2065,3046.560513,1432.667082,1702.420925,3030.36829,4903.252338,1632.225593,15280.80447,4114.814965
23/10/2007 00:00,-480,2065,2980.334845,1440.582081,1710.848719,3030.36829,4820.356641,1641.759653,15358.47283,4114.814965
24/10/2007 00:00,200,2065,3126.646198,1442.368352,1724.391834,3030.36829,5006.993345,1643.608016,15464.19445,4114.814965
25/10/2007 00:00,50,2065,3057.305701,1442.18476,1716.745372,3030.36829,4915.59755,1643.336502,15395.98188,4114.814965
27/10/2007 00:00,480,2065,2966.522311,1441.384617,1703.676464,3030.36829,4801.868681,1642.515945,15290.17484,4114.814965
28/10/2007 00:00,500,2065,2876.15359,1441.52254,1705.123468,3030.36829,4682.137195,1642.694352,15302.64484,4114.814965
30/10/2007 00:00,-280,2065,2808.036591,1441.888497,1714.609904,3030.36829,4598.41108,1643.201015,15386.69486,4114.814965
31/10/2007 00:00,-1520,2065,2744.331587,1442.454789,1723.773616,3030.36829,4521.744409,1643.794442,15463.63075,4114.814965
02/11/2007 00:00,410,2065,2672.04032,1453.651961,1731.394665,2969.391681,4427.853194,1656.203131,15531.53415,4106.083453
03/11/2007 00:00,-370,2065,2848.951065,1453.562639,1739.930711,2969.391681,4651.077139,1656.240636,15616.67151,4106.083453
05/11/2007 00:00,-1860,2065,2776.04713,1454.757291,1748.000551,2969.391681,4559.814848,1657.414117,15672.7402,4106.083453
06/11/2007 00:00,-1420,2065,2709.711123,1470.353443,1741.727405,3038.61096,4475.427078,1674.556665,15609.92884,4148.940336
07/11/2007 00:00,-2880,2065,2997.394987,1480.338713,1752.265874,3089.357115,4844.131655,1685.539048,15694.5197,4174.69369
09/11/2007 00:00,4000,2215,3110.706673,1516.184386,1752.378483,3208.657293,4988.046292,1725.723437,15690.75186,4295.284339
10/11/2007 00:00,690,2215,3742.581928,1568.368831,1733.343946,3208.657293,5915.193311,1786.782412,15535.43836,4295.284339
12/11/2007 00:00,1550,2215,4706.911115,1569.195241,1746.317316,3208.657293,7460.246146,1787.886518,15650.13799,4295.284339
13/11/2007 00:00,-1130,2215,4589.700035,1575.515307,1756.606188,3208.657293,7270.223587,1795.572926,15744.02169,4295.284339
15/11/2007 00:00,-1800,2215,4593.907012,1580.547341,1755.036039,3208.657293,7272.420173,1801.131106,15733.87289,4295.284339
16/11/2007 00:00,2660,2215,4541.970121,1594.988188,1759.072297,3278.275466,7197.975653,1817.078247,15760.54687,4364.58571
18/11/2007 00:00,1580,2215,4620.059234,1615.183531,1747.901745,3278.275466,7310.11274,1840.780514,15660.19576,4364.58571
19/11/2007 00:00,950,2215,4898.43788,1619.026434,1740.142868,3278.275466,7766.554859,1845.829942,15602.29688,4364.58571
21/11/2007 00:00,220,2215,4889.783472,1620.796759,1744.662075,3278.275466,7753.941682,1848.032937,15639.59059,4364.58571
22/11/2007 00:00,-580,2215,4790.278145,1620.781347,1747.227154,3278.275466,7584.801604,1848.032761,15663.27747,4364.58571
23/11/2007 00:00,-1840,2215,4646.260257,1622.717432,1751.483744,3278.275466,7353.134089,1849.92749,15687.18651,4364.58571
25/11/2007 00:00,890,2215,4529.478336,1637.470845,1757.739926,3323.369876,7175.863854,1866.23564,15733.97467,4409.252725
26/11/2007 00:00,630,2215,4617.800533,1638.77932,1771.79808,3323.369876,7308.993707,1868.002736,15864.19508,4409.252725
28/11/2007 00:00,90,2215,4522.791806,1638.686513,1776.859492,3323.369876,7162.305884,1868.141127,15921.83932,4409.252725
29/11/2007 00:00,-450,2215,4407.435749,1638.336274,1771.490621,3323.369876,6970.302599,1867.801049,15882.91246,4409.252725
01/12/2007 00:00,1080,2215,4273.309213,1638.344274,1774.099376,3323.369876,6743.563818,1867.416921,15893.06448,4409.252725
02/12/2007 00:00,-940,2215,4160.013698,1640.601181,1774.535546,3323.369876,6559.784496,1870.171549,15894.62622,4409.252725
04/12/2007 00:00,-1860,2215,4108.983593,1644.589316,1781.391009,3323.369876,6484.059263,1874.530857,15956.89935,4409.252725
05/12/2007 00:00,-120,2215,4053.01741,1659.164757,1789.24181,3368.44367,6401.980736,1890.707945,16027.16499,4453.788177
06/12/2007 00:00,-450,2215,4186.135153,1659.273405,1791.92657,3368.44367,6599.618707,1890.817852,16049.00519,4453.788177
08/12/2007 00:00,-3950,2215,4060.513173,1660.748374,1810.495366,3368.44367,6410.166653,1892.353268,16201.03383,4453.788177
09/12/2007 00:00,-2380,2410,4032.671696,1716.32871,1791.035311,3549.421748,6366.96608,1955.08578,16037.67652,4630.003288
11/12/2007 00:00,-3720,2440,4981.454976,1738.40124,1796.952126,3561.663847,7903.076385,1979.694698,16091.15118,4665.135427
12/12/2007 00:00,50,2530,5180.319471,1788.172479,1790.413277,3747.374385,8241.442033,2035.681622,16040.80695,4808.424215
14/12/2007 00:00,870,2530,5804.136062,1787.933609,1785.47143,3747.374385,9120.530804,2035.451657,16003.73244,4808.424215
15/12/2007 00:00,-440,2530,5627.320555,1789.134828,1801.558431,3747.374385,8893.785498,2037.072567,16149.13156,4808.424215
17/12/2007 00:00,870,2530,5493.101372,1790.098556,1812.500315,3747.374385,8740.921644,2038.092191,16243.12629,4808.424215
18/12/2007 00:00,-3250,2530,5338.883347,1791.166967,1826.561006,3747.374385,8517.197433,2039.584254,16374.31438,4808.424215
20/12/2007 00:00,-2160,2720,5215.44678,1829.186491,1831.181074,3869.221458,8307.687811,2082.180488,16413.24607,4915.938255
21/12/2007 00:00,-350,2720,5661.26181,1846.883383,1840.155318,3923.705072,8956.960415,2101.785133,16485.38785,4965.546229
22/12/2007 00:00,-770,2720,5747.038822,1847.707262,1855.552843,3923.705072,9065.78402,2102.635796,16613.77499,4965.546229
24/12/2007 00:00,140,2720,5580.278199,1850.614445,1875.519962,3923.705072,8841.171471,2105.74213,16782.61419,4965.546229
25/12/2007 00:00,-550,2720,5446.739118,1850.33091,1872.782072,3923.705072,8667.750829,2105.484299,16767.87216,4965.546229
27/12/2007 00:00,-790,2720,5281.32979,1851.518976,1880.739916,3923.705072,8417.587184,2106.755112,16837.43018,4965.546229
28/12/2007 00:00,3710,2720,5140.98201,1854.690014,1898.367178,3923.705072,8194.339146,2110.102556,16978.79068,4965.546229
30/12/2007 00:00,840,2720,5025.876542,1891.472008,1899.165832,3923.705072,7982.628781,2153.331951,16991.3221,4965.546229
31/12/2007 00:00,650,2720,5636.548968,1892.561404,1911.666403,3923.705072,8916.984522,2154.760658,17099.51402,4965.546229
02/01/2008 00:00,-40,2720,5499.346573,1892.79546,1925.878116,3923.705072,8745.3002,2155.235651,17233.51631,4965.546229
03/01/2008 00:00,-1010,2720,5352.338596,1890.799214,1906.224915,3923.705072,8547.380687,2153.117594,17066.97959,4965.546229
04/01/2008 00:00,-750,2720,5189.691626,1895.50832,1921.527393,3923.705072,8264.473719,2158.154314,17188.65417,4965.546229
06/01/2008 00:00,3500,2720,5097.112206,1898.445891,1939.41222,3923.705072,8099.645194,2161.243023,17331.638,4965.546229
07/01/2008 00:00,-2950,2720,4979.793348,1929.922738,1931.797114,3923.705072,7898.578836,2198.219703,17260.86366,4965.546229
09/01/2008 00:00,-3025,2915,5517.605836,1959.889787,1933.313964,4017.575382,8773.956119,2231.622548,17266.4144,5046.370997
10/01/2008 00:00,870,2987.5,5828.520657,1990.360851,1932.528482,4114.331994,9166.140685,2265.697508,17265.50726,5127.149891
12/01/2008 00:00,1045,2987.5,6128.562319,1991.400902,1950.179872,4114.331994,9552.920184,2267.11338,17421.72673,5127.149891
13/01/2008 00:00,-425,2987.5,5976.048007,1992.691086,1959.05507,4114.331994,9337.823809,2268.945463,17511.20645,5127.149891
15/01/2008 00:00,-1395,2987.5,5845.403269,1993.223703,1964.567943,4114.331994,9191.874585,2269.510507,17559.02043,5127.149891
16/01/2008 00:00,125,2987.5,5678.911686,2000.913697,1982.543318,4114.331994,8978.398932,2277.882211,17708.04789,5127.149891
18/01/2008 00:00,-30,2987.5,5617.114164,2000.24613,1965.103908,4114.331994,8884.570335,2276.935322,17553.95914,5127.149891
